title	genres
Nobody Else But You (Poupoupidou) (2011)	Comedy|Crime|Mystery
Almost You (1985)	Comedy|Drama
Dirty (2005)	Crime|Drama|Thriller
Dish & the Spoon, The (2011)	Comedy|Drama|Romance
Kumail Nanjiani: Beta Male (2013) 	Comedy|Documentary
Shiro Amakusa, the Christian Rebel (Amakusa Shiro tokisada) (1962)	Drama|War
Devil's Ground, The (2009)	Horror|Thriller
Captain Phillips (2013)	Adventure|Drama|Thriller|IMAX
Television Under the Swastika (Das Fernsehen unter dem Hakenkreuz) (1999)	Documentary
Misérables, Les (1978)	Drama
Philosophers, The (After The Dark) (2013)	Drama|Fantasy|Sci-Fi
It's Me, It's Me (Ore Ore) (2013)	Comedy|Drama|Sci-Fi
Year Zero: The Silent Death of Cambodia (1979)	Documentary
Stealing a Nation (2004)	Documentary
Wall, The (Die Wand) (2012)	Drama|Fantasy
They Only Kill Their Masters (1972)	Mystery|Romance|Thriller
Valentine Road (2013)	Documentary
All Dogs Christmas Carol, An (1998)	Animation|Children|Comedy|Musical
Fanatics (Kulman pojat) (2012)	Comedy
Beneath the Dark (2010)	Drama|Mystery|Thriller
McKenna Shoots for the Stars (2012)	Children|Drama
Sincerely Yours (1955)	Drama|Musical
Attila (Attila the Hun) (1954)	Drama
Look (2007)	Drama
Avenger (2006) 	Thriller
Zombie Apocalypse (2011)	Action|Horror|Sci-Fi
Zombie High (1987)	Comedy|Horror
Voodoo Dawn (1991)	Horror
Machete Kills (Machete 2) (2013)	Action|Crime|Thriller
I Am Fishead (2011)	Documentary
Filth (2013)	Comedy|Crime|Drama
Game of Chance (Onnenpeli) (1965)	Comedy|Drama
Romeo and Juliet (2013)	Drama|Romance
Drona (2008)	Action|Adventure|Fantasy|Musical
Calling Dr. Death (1943)	Mystery
Woman in the Meadow (Nainen kedolla) (2003)	Drama|Romance|Thriller
Sunshine on Leith (2013) 	Musical
Wild Seven (2006)	Crime|Drama
Frozen Ghost, The (1945)	Mystery
Four Eyes and Six-Guns (1992)	Comedy|Western
Baggage Claim (2013)	Comedy
Zero Charisma (2013)	Comedy|Drama
Parking (Ting che) (2008)	Crime|Drama
Stitches (2012)	Comedy|Horror
Escape Plan (2013)	Action|Mystery|Thriller
Weird Woman (1944)	Drama
Family Affair (2010) 	Documentary
Dances With the Dragons ( Yu long gong wu) (1991)	Comedy|Drama|Romance
Unrest (2006)	Horror|Thriller
Haute Cuisine (2012)	Drama
Brazilian Western (Faroeste Caboclo) (2013)	Crime|Drama|Romance
How to Meet Girls from a Distance (2012)	Comedy
Just Wright (2010)	Comedy|Romance
My Grandfather's People (Dedemin insanlari) (2011)	Comedy|Drama
Thief of Paris, The (Le voleur) (1967)	Comedy|Crime|Drama
Family Secrets (Familjehemligheter) (2001)	Drama
Carrie (2013)	Drama|Horror
Legend of Lylah Clare, The (1968)	Drama
Fifth Estate, The (2013)	Drama|Thriller
Life According to Sam (2013)	Documentary|Drama
UnHung Hero (2013)	Documentary
Place of One's Own, A (1945)	Drama|Mystery|Thriller
Superclásico (2011)	Comedy|Drama
Counselor, The (2013)	Crime|Drama|Thriller
Bikini Carwash Company, The (1992)	Comedy
Blood Suckers from Outer Space (1984)	Comedy|Horror|Sci-Fi
Bloodsucking Freaks (1976)	Horror
Cinema Komunisto (2010)	Documentary
One Nation Under God (1993) 	Documentary
Congress, The (2013)	Animation|Sci-Fi
Earth vs. The Spider (1958)	Horror
Trip to Mars, A (1910)	Sci-Fi
One Small Hitch (2013)	Comedy|Romance
Another Nine & a Half Weeks (Love in Paris) (9 1/2 Weeks II) (Another 9 1/2 Weeks) (1997)	Drama|Romance
Unbelievers, The (2013)	Documentary
Escape From Tomorrow (2013)	Drama|Fantasy|Horror
Frankenstein Conquers the World (1965)	Action|Drama|Sci-Fi
Episode 3: Enjoy Poverty (2009)	Documentary|War
Godzilla vs. Megaguirus (Gojira tai Megagirasu: Jî shômetsu sakusen) (2000)	Action|Sci-Fi
Godzilla vs. Megalon (Gojira tai Megaro) (1973)	Action|Sci-Fi
Undocumented (2010)	Horror|Thriller
Back to the Secret Garden (2001)	Adventure|Children|Fantasy
Cult of the Cobra (1955)	Horror
Mustasukkaisuus (1953)	Drama|Romance
Rebirth of Mothra (1996)	Action|Fantasy|Sci-Fi
Bloodsucking Pharaohs in Pittsburgh (1991)	Comedy|Horror
Bloody Bloody Bible Camp (2012)	Comedy|Horror
Bloody New Year (1987)	Horror|Mystery
Double, The (2013)	Comedy|Drama|Thriller
Godzilla vs. SpaceGodzilla (Gojira VS Supesugojira) (1994)	Action|Sci-Fi
B-Side (2013)	Comedy|Romance
12 Years a Slave (2013)	Drama
Only Daughter (2013)	Drama
Trouble with the Truth, The (2011)	Drama|Romance
Right Kind of Wrong, The (2013)	Comedy|Romance
Child's Pose (2013)	Drama
Enemy Within, The (O ehthros mou) (2013)	Drama
Kill Your Darlings (2013)	Crime|Drama|Romance|Thriller
Killing of America, The (1982)	Documentary
Being Cyrus (2005)	Comedy|Drama|Thriller
Buddha Collapsed Out of Shame (2007)	Drama|War
Debtocracy (2011)	Documentary
White Dwarf, The (Valkoinen kääpiö) (1986)	Drama
August (Elokuu) (2011) 	Drama
Mía (2011)	Drama
Silja - nuorena nukkunut (1956)	Drama|Romance
Watermarks (2004)	Documentary
Heart of a Lion (Leijonasydän) (2013)	Drama|Romance
History of Hell (Rosas Höllenfahrt) (2009)	Documentary
Kimjongilia (2009)	Documentary
Day of the Crows, The (Le jour des corneilles) (2012)	Animation|Children|Comedy|Fantasy
Space Amoeba (Yog: Monster from Space) (1970)	Action|Sci-Fi
Varan the Unbelievable (1958)	Action|Drama|Sci-Fi
Bridegroom (2013)	Documentary
29 Palms (2002)	Comedy|Drama|Thriller
Alien Space Avenger (1989)	Comedy|Horror|Sci-Fi
Miracle Run (2004)	Drama
Spinning Plates (2012)	Documentary
All Is Lost (2013)	Action|Adventure|Drama
Pillow of Death (1945)	Mystery|Thriller
Arthur Newman (2012)	Comedy|Drama
Inherit the Wind (1999)	Drama
Little Help, A (2010)	Comedy|Drama
Assault on a Queen (1966)	Action|Adventure|Crime|Drama|Thriller
Bad Medicine (1985)	Comedy
Born Wild (1995)	Drama
Borrower, The (1991)	Comedy|Horror|Sci-Fi
Boulevard (1994)	Crime|Drama
Man on a Mission: Richard Garriott's Road to the Stars (2010)	Documentary
Substance: Albert Hofmann's LSD, The (2011)	Documentary
Bartok the Magnificent (1999)	Animation|Children
Ender's Game (2013)	Action|Adventure|Sci-Fi|IMAX
Maniac (1963)	Crime|Horror|Mystery|Romance|Thriller
Breaking Point (1994)	Thriller
Blue Umbrella, The (2013)	Animation
Hello! How Are You? (Buna! Ce faci?) (2010)	Comedy|Romance
TWA Flight 800 (2013) 	Documentary
Toy Story of Terror (2013)	Animation|Children|Comedy
Return of Mod Squad, The (1979)	Crime|Drama
Folies Bergere de Paris (1935)	Comedy|Musical
Last Days on Mars, The (2013)	Horror|Sci-Fi
Chastity Bites (2013)	Comedy|Horror
Escape Artist, The (1982)	Drama
Four Days in July (1985)	Comedy|Drama
Death by China (2012) 	Documentary
Het Vonnis (2013)	Crime|Drama
Wind with the Gone (El viento se llevó lo qué) (1998)	Comedy|Drama
Conversations with My Gardener (Dialogue avec mon jardinier) (2007)	Comedy|Drama
Jackass Presents: Bad Grandpa (2013)	Comedy
Race (2008)	Action|Comedy
Freaky Deaky (2012)	Comedy|Crime
Hand of Peace: Pope Pius XII and the Holocaust, A (2008)	Documentary
Thor: The Dark World (2013)	Action|Adventure|Fantasy|IMAX
Code, The (2011)	Documentary
Precision: The Measure of All Things (2013)	Documentary
Great Texas Dynamite Chase, The (1976)	Action|Comedy|Crime|Drama|Romance
Shock and Awe: The Story of Electricity (2011)	Documentary
Tortured (2008)	Crime|Thriller
Disfigured (2008)	Drama
Godzilla: Tokyo S.O.S. (Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.) (2003)	Action|Fantasy|Sci-Fi
Science and Islam (2009)	Documentary
Dallas Buyers Club (2013)	Drama
Gambit (2012)	Comedy|Crime
Order and Disorder (2009)	Documentary
Masquerade (Gwanghai, Wangyidoen namja) (2012)	Drama
Marc Maron: Thinky Pain (2013)	Comedy
Such Hawks Such Hounds (2008)	Documentary
Story of Science, The (2010)	Documentary
Beatdown (2010)	Action|Crime|Thriller
You May Not Kiss the Bride (2011)	Action|Comedy|Crime|Romance
Bad Chicken (2013)	Comedy
Selfish Giant, The (2013)	Drama
Changing Sides (De l'autre côté du lit) (2008)	Comedy
London - The Modern Babylon (2012) 	Documentary
La discrète (1990)	Drama|Romance
Bekas (2012)	Drama
Touch of Sin, A (Tian zhu ding) (2013)	Drama
More Than Honey (2012)	Documentary
Man Who Captured Eichmann, The (1996)	Drama|War
Patriots, The (Patriotes, Les) (1994)	Thriller
Looking for Lenny (2011) 	Documentary
Red Garters (1954)	Comedy|Musical|Western
Les Formidables (Gang-jeok) (2006)	Action|Adventure|Crime
How I Live Now (2013)	Action|Drama|Thriller
Girl Most Likely (2012)	Comedy
Hours (2013)	Drama|Thriller
Free The Mind (2012)	Documentary
Pieta (2013)	Drama
Stuck (2013) 	Documentary
Errors of the Human Body (2012) 	Drama|Sci-Fi|Thriller
Root of All Evil? (2006)	Documentary
What If ... (2010)	Drama
Aziz Ansari: Buried Alive (2013)	Comedy
Aziz Ansari: Dangerously Delicious (2012)	Comedy
24 Hours on Craigslist (2005)	Documentary
Clandestine Childhood (2011)	Drama
Libre échange (2010)	Comedy
Free Radicals:  A History of Experimental Film (2012)	Documentary
Reformer and the Redhead, The (1950)	Comedy|Romance
Great Expectations (2012)	Drama
Somm (2012)	Documentary
Amber Alert (2012) 	Thriller
Free Birds (2013)	Action|Adventure|Animation|Children|Comedy|Sci-Fi
Godzilla Against MechaGodzilla (Gojira tai Mekagojira) (2002)	Action|Sci-Fi|Thriller
3 Little Ninjas and the Lost Treasure (1990)	Action
Boy Wonder (2010)	Action|Crime|Drama
Day Lincoln Was Shot, The (1998)	Drama
Because You're Mine (1952)	Comedy|Musical
Bed & Breakfast: Love is a Happy Accident (Bed & Breakfast) (2010)	Comedy|Romance
Crew, The (1994)	Drama|Thriller
Breathing Fire (1991)	Action
Castle of the Living Dead (Castello Dei Morti Vivi, Il) (1964)	Horror|Sci-Fi|Thriller
Sword and the Dragon, The (Ilya Muromets) (1956)	Adventure|Fantasy
Day The Earth Froze, The (Sampo) (1959)	Adventure|Fantasy
Silmido (2003)	Action|Drama|War
Snowball Effect: The Story of 'Clerks' (2004)	Documentary
In Tranzit (2008)	Drama|War
Breed, The (2001)	Action|Adventure|Horror
Things We Do For Love (Kaikella rakkaudella) (2013)	Drama
Last Vegas (2013)	Comedy|Drama|Romance
Muscle Shoals (2013)	Documentary
Hollow Crown, The (2012)	Drama
So Young (Zhi wo men zhong jiang shi qu de qing chun) (2013)	Drama
Different from You and Me (Anders als du und ich) (1957) 	Drama
Starving Games, The (2013)	Comedy
W.C. Fields and Me (1976)	Drama
Outside the Law (2002)	Action
Apache Territory (1958) 	Action|Western
Holes in My Shoes (2006)	Documentary
Apartment 4E (2012) 	Drama|Mystery
Lumihiutalemuodostelma (2012)	Comedy|Drama
Super Cops, The (1974)	Action|Comedy|Crime|Drama|Thriller
Panic Button (2011)	Horror|Thriller
Painless (Insensibles) (2012) 	Fantasy|Horror|Mystery|War
Lords of Discipline, The (1983)	Thriller
Won Ton Ton: The Dog Who Saved Hollywood (1976)	Comedy
Bucket of Blood, A (Dark Secrets) (Death Artist, The) (1995)	Comedy|Horror|Thriller
Buttcrack (1998)	Comedy|Horror
Card Subject To Change (2010)	Documentary
Stephen Tobolowsky's Birthday Party (2005)	Comedy|Documentary|Drama
Wonderful Crook, The (Pas si méchant que ça) (1975)	Crime|Drama|Romance
Le convoyeur (2004)	Crime|Drama|Thriller
Conclave, The (2006)	Drama
Making the Boys (2011) 	Documentary
Seduced and Abandoned (2013)	Comedy|Documentary
Absent (Ausente) (2011)	Drama|Thriller
Institute, The (2013)	Documentary
Chasing Ghosts: Beyond the Arcade (2007) 	Documentary
Chillers (1987)	Horror
For Those in Peril (2013)	Drama
Philomena (2013)	Comedy|Drama
Book Thief, The (2013)	Children|Drama|War
Best Man Holiday, The (2013)	Comedy|Drama
Chicago Overcoat (2009)	Action|Drama
Ida (2013)	Drama
Metal Brothers (Mammas pojkar) (2012)	Comedy
Tiger from Tjampa, The (Harimau Tjampa) (1953)	Drama
Curse of the Oily Man (Sumpah orang minyak) (1956) 	Drama|Fantasy|Thriller
Fiancee, The (Parineeta) (1953)	Drama
Aningaaq (2013)	Drama
White Shadow, The (1924)	Drama
One Piece Film: Strong World (2009)	Action|Adventure|Animation|Comedy|Fantasy
One Piece Film Z (2012)	Action|Adventure|Animation|Fantasy
Caught Inside (2010)	Action|Adventure|Horror|Thriller
China O'Brien (1990)	Action
Hunger Games: Catching Fire, The (2013)	Action|Adventure|Sci-Fi|IMAX
Hobbit: The Desolation of Smaug, The (2013)	Adventure|Fantasy|IMAX
47 Ronin (2013)	Action|Adventure|Fantasy
Scarlet Letter, The (Der scharlachrote Buchstabe) (1973)	Drama
Girl From Nowhere, The (2012)	Drama|Romance
Magic Voyage of Sindbad, The (Sadko) (1953)	Adventure|Fantasy
Chameleon, The (2010) 	Drama
Enemies of Reason, The (2007)	Documentary
World War II: When Lions Roared (1994)	Drama|War
Dyatlov Pass Incident, The (Devil's Pass) (2013)	Mystery|Thriller
It's the Easter Beagle, Charlie Brown! (1974)	Animation|Children|Comedy
Vali (2009)	Action|Drama
De la servitude moderne (2009)	Documentary
WikiRebels: The Documentary (2010)	Documentary
Crystal Ball, The (1943)	Comedy
Chocchan's Story (Chocchan monogatari) (1996)	Animation|Drama|War
Dominion Tank Police (Dominion) (1988)	Action|Animation|Comedy|Sci-Fi
Flesh (1968)	Drama
Delivery Man (2013)	Comedy
Charlie Countryman (2013)	Action|Comedy|Romance
Back to the USSR - takaisin Ryssiin (1992)	Comedy|Drama
Bad Biology (2008)	Comedy|Fantasy|Thriller
Krrish 3 (2013)	Action|Adventure|Fantasy|Sci-Fi
Once Upon a Scoundrel (1974)	Comedy
Emotion (1966)	Comedy|Horror
Tales from the Organ Trade (2013)	Crime|Documentary
Bells of Capistrano (1942)	Western
Berlin Express (1948)	Crime|Drama|Film-Noir|Thriller
Hansel & Gretel (2013)	Horror
Happy Poet, The (2010)	Comedy|Drama|Romance
Red Flag (2012)	Comedy|Drama|Romance
Breakout (2013)	Action
Plankton (1994)	Horror
Shatter Dead (1994)	Horror
Club, The (1994)	Horror
Christmas Party, The (Joulubileet) (1996)	Comedy
End of the World (1977)	Mystery|Sci-Fi|Thriller
My Louisiana Sky (2001)	Drama
Z.P.G. (1972)	Sci-Fi|Thriller
Twice Born (Venuto al mondo) (2012)	Drama|Romance|War
Raisin in the Sun, A (2008)	Drama
Day of the Doctor, The (2013)	Adventure|Drama|Sci-Fi
Story of Esther Costello, The (1957)	Drama
Somewhat Gentle Man, A (En ganske snill mann) (2010)	Comedy|Crime|Drama
Guilty of Romance (Koi no tsumi) (2011) 	Crime|Drama|Horror
Club Fed (1990)	Comedy
Crackerjack (1994)	Action
Crime Wave (1985)	Adventure|Comedy
Wankers, The (Les branleuses) (2011)	Documentary
Apollo Zero (2009)	Documentary
Zero 2 (2010)	Comedy|Thriller
José and Pilar (José e Pilar) (2010)	Documentary
Crocodile (2000)	Horror|Thriller
Mating of Millie, The (1948)	Comedy|Romance
Frozen (2013)	Adventure|Animation|Comedy|Fantasy|Musical|Romance
Ninja, A Band of Assassins (Shinobi No Mono) (1962)	Action|Drama
Ferryman, The (2007)	Fantasy|Horror|Thriller
Strange Case of Dr. Jekyll and Miss Osbourne, The (Dr. Jekyll and His Women) (Docteur Jekyll et les femmes) (1981)	Horror
Disco Godfather (1979)	Action|Crime|Drama
Crisis: Behind a Presidential Commitment (1963)	Documentary
China Lake Murders, The (1990)	Drama|Thriller
9 Month Stretch (9 mois ferme) (2013)	Comedy
Galaxy Invader, The (1985)	Sci-Fi
Marfa Girl (2012)	Drama
Bad Girls Go To Hell (1965)	Drama
Thankskilling (2009)	Comedy|Horror
ThanksKilling 3 (2012) 	Comedy|Horror
Stranger, The (Straniero, Lo) (1967)	Drama
Circles (Krugovi) (2013)	Drama
Mr. Morgan's Last Love (2013)	Comedy|Drama
Misérables in Concert, Les (1996)	Drama|Musical
Shed No Tears (Känn ingen sorg) (2013)	Drama|Musical|Romance
Trigun: Badlands Rumble (2010)	Action|Animation|Sci-Fi|Western
Inside Llewyn Davis (2013)	Drama
Wind Journeys, The (Viajes del viento, Los) (2009)	Drama
Wolf of Wall Street, The (2013)	Comedy|Crime|Drama
Homefront (2013)	Action|Crime|Thriller
Cut and Run (Inferno in diretta) (1985)	Adventure|Horror|Thriller
Cyberjack (Virtual Assassin) (1995)	Action|Sci-Fi
Marriage Material (2012)	Drama
Shadows of a Hot Summer (Stíny horkého léta) (1978)	Drama|Thriller
Scissere (1982)	Drama
7th Cavalry (Seventh Cavalry) (1956)	Western
Deeper Shade of Blue, A (2011)	Documentary
Mandela: Long Walk to Freedom (2013)	Drama
August: Osage County (2013)	Comedy|Drama
Gamera: The Giant Monster (Daikaijû Gamera) (1965)	Sci-Fi
Tale of Zatoichi, The (Zatôichi monogatari) (Zatôichi 1) (1962)	Drama
Tale of Zatoichi Continues, The (Zoku Zatôichi monogatari) (Zatôichi 2) (1962)	Action|Drama
Angels Sing (2013)	Comedy|Drama
Violette (2013)	Drama
Concrete Night (Betoniyö) (2013)	Drama
Days Of Darkness (2007)	Horror
Breaking the Girls (2013) 	Crime|Thriller
Grave Encounters 2 (2012)	Horror
Evangelion: 3.0 You Can (Not) Redo (2012)	Action|Animation|Drama
My Piece of the Pie (Ma part du gâteau) (2011)	Comedy|Drama
Fright Night 2: New Blood (2013)	Horror
Sweetwater (2013)	Thriller|Western
All is Bright (2013)	Comedy|Drama
True Heart (1997)	Adventure|Children|Drama
Tim's Vermeer (2013)	Documentary
After Tiller (2013)	Documentary
Lovecraft: Fear of the Unknown (2008)	Documentary
Stuck Between Stations (2011)	Comedy|Drama|Romance
Gamera vs. Barugon (1966)	Action|Fantasy|Sci-Fi
Legally Blondes (2009)	Children|Comedy
Rouva presidentti (2012)	Documentary
American Hustle (2013)	Crime|Drama
Secret Life of Walter Mitty, The (2013)	Adventure|Comedy|Drama
Her (2013)	Drama|Romance|Sci-Fi
New Tale of Zatoichi (Shin Zatôichi monogatari) (Zatôichi 3) (1963)	Action|Drama
Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963)	Action|Drama
RoboGeisha (Robo-geisha) (2009)	Action|Comedy|Sci-Fi
April Fools, The (1969)	Comedy|Drama|Romance
Captain Abu Raed (2007)	Drama
Man You Had in Mind, The (2006)	Documentary
Cosmonaut, The (2013)	Drama|Sci-Fi
Young & Beautiful (2013)	Drama
Life and Adventures of Santa Claus, The (1985)	Animation|Children
Carmina or Blow Up (Carmina o revienta) (2012)	Comedy|Drama
Malta G.C. (1942)	Documentary|War
Cousin Angelica (La prima Angélica) (1974)	Drama
Baboona (1935)	Adventure|Documentary
Stakeout on Dope Street (1958)	Crime|Drama
Zatoichi Goes to the Fire Festival (Zatôichi abare-himatsuri) (Zatôichi 21) (1970)	Action|Drama
Challenger Disaster, The (2013)	Drama
Linsanity (2013)	Documentary
Some Girl(s) (2013)	Comedy|Drama
Música Campesina (Country Music) (2011)	Comedy|Drama
Christmas Carol, A (1977)	Drama|Fantasy
Open Grave (2013)	Horror|Mystery|Thriller
Dead Next Door, The (1989)	Horror
Ski Patrol (1940)	Action|War
Sel8nne (2013)	Documentary
Fourth Angel, The (2001)	Action|Drama|Thriller
Route 666 (2001)	Action|Horror|Thriller
Rat Race, The (Garson Kanin's The Rat Race) (1960)	Comedy|Drama|Romance
Six by Sondheim (2013)	Documentary
Straight from the Heart (2003)	Action|Adventure|Drama|Romance|Western
Punk Singer, The (2013)	Documentary
Dead Pit, The (1989)	Horror
Dead Set (2008)	Comedy|Drama|Horror
Dead Silence (1997)	Action|Drama|Thriller
Urusei Yatsura Movie 2: Beautiful Dreamer (Urusei Yatsura 2: Byûtifuru dorîmâ) (1984)	Animation|Comedy|Fantasy
I-See-You.Com (2006)	Comedy
Pianomania (2009)	Documentary
Lone Survivor (2013)	Action|Drama|Thriller|War
Christmas Carol, A (1997)	Animation|Drama|Fantasy
Christmas Carol: The Musical, A (Christmas Carol, A) (2004)	Drama|Fantasy|Musical
Fairly Odd Christmas, A (2012)	Children|Fantasy
Zatoichi on the Road (Zatôichi kenka-tabi) (Zatôichi 5) (1963)	Action|Drama
Geography Club (2013)	Comedy|Drama|Romance
Measuring the World (Die Vermessung der Welt) (2012)	Adventure|Drama
Three Stars (2010)	Documentary
Noose, The (Petla) (1958)	Drama
Sambizanga (1973)	Drama
My Amityville Horror (2012)	Documentary
Dead Weekend (1995)	Comedy|Sci-Fi
Fairly Odd Movie: Grow Up, Timmy Turner!, A (2011)	Children|Fantasy
Armstrong Lie, The (2013)	Documentary
Blood Relatives (Liens de sang, Les) (1978)	Crime|Drama|Mystery|Thriller
Adventure in Space and Time, An (2013)	Drama
Mountaintop Motel Massacre (1986) 	Horror|Thriller
Star Trek: Of Gods and Men (2007)	Action|Adventure|Sci-Fi
Saving Mr. Banks (2013)	Comedy|Drama
Kinbaku (2010)	Documentary
Cockpit (2012)	Comedy
Last Winter (L'hiver dernier) (2011)	Drama
Frozen Dead, The (1966)	Horror|Sci-Fi
Captive Women (1000 Years from Now) (3000 A.D.) (1952)	Sci-Fi
Boy and the Pirates, The (1960)	Adventure|Fantasy
Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964)	Action|Drama
